1561137356695,-0.61678815,1.6330504,1.2879047
1561137356714,-1.2697952,0.99069595,1.2058793
1561137356736,-1.5787219,0.58056915,0.9406285
1561137356757,-1.1707256,0.89588743,0.5123922
1561137356781,-1.2367721,0.32170987,0.5294364
1561137356800,-1.3646038,0.96939063,0.737163
1561137356822,-0.9651296,1.474326,0.4878911
1561137356869,-0.37603834,1.1121361,0.54435015
1561137356869,-0.52624065,-0.57417756,0.72970617
1561137356885,-0.73609775,-1.406149,0.7339672
1561137356906,-0.7052051,-2.2807312,1.0258497
1561137356927,-0.22050974,-2.4106934,1.135572
1561137356950,1.0535465,-3.0637007,1.6341157
1561137356973,0.46232477,-2.5406556,1.3379722
1561137356995,0.034088463,-1.4935007,1.0695255
1561137357014,-0.11824436,-0.8309063,0.6348976
1561137357038,-0.3206446,-0.6849651,0.30360037
1561137357124,-0.15978967,-0.5954828,0.13954964
1561137357124,-0.024501082,-0.3387541,0.026631612
1561137357124,-0.18216023,-0.04261058,0.017044231
1561137357126,-0.47191215,-0.027696876,0.0
1561137357141,-0.4878911,-0.29507825,0.10546118
1561137357162,-0.47617322,-0.28655612,0.24820662
1561137357185,-0.4250405,-0.39095205,0.38136467
1561137357212,-0.4165184,-0.5209143,0.37390783
1561137357229,-0.3089267,-0.51452273,0.34834146
1561137357255,-0.3174488,-0.4079963,0.46232477
1561137357358,-0.49215218,-0.25885928,0.30466563
1561137357359,-0.48469532,0.008522116,0.3323625
1561137357359,-0.23648871,-0.13422333,0.30146983
1561137357360,-0.23648871,0.036218993,0.111852765
1561137357361,-0.35260254,0.17789917,-0.025566347
1561137357377,-0.27483824,0.02130529,-0.10013486
1561137357398,-0.113983296,-0.084155895,0.014913702
1561137357422,-0.03834952,-0.05219796,0.10013486
1561137357444,0.011717909,-0.08628642,0.06391586
1561137357468,-0.082025364,0.034088463,-0.002130529
1561137357557,-0.1917476,-0.0031957934,0.1949434
1561137357557,-0.35473305,-0.07350325,0.24927188
1561137357558,-0.15446335,0.024501082,0.12783173
1561137357559,-0.12144015,0.18216023,0.084155895
1561137357570,-0.25246766,0.128897,0.1768339
1561137357592,-0.37603834,0.23116238,0.17789917
1561137357614,-0.38242993,0.4165184,0.014913702
1561137357640,-0.49002165,0.5571333,0.03834952
1561137357658,-0.6402239,0.6423545,0.21944448
1561137357683,-0.9779128,0.49428272,0.2876214
1561137357701,-1.1504856,0.57417756,0.26525086
1561137357755,-0.9076053,1.0961571,0.16298546
1561137357755,-0.5763081,1.3507553,-0.09161274
1561137357762,-0.7233146,1.4487597,-0.07989483
1561137357784,-1.1419635,1.510545,-0.10226539
1561137357805,-1.252751,1.7587516,-0.38136467
1561137357827,-0.79255676,1.5361114,-0.11824436
1561137357847,-0.8032094,0.8522116,-0.11824436
1561137357869,-1.5542208,1.0812434,-0.5635249
1561137357891,-2.0975058,1.7630126,-1.0418286
1561137357936,-2.1049626,1.8311896,-0.9896307
1561137357936,-1.929194,1.4732608,-1.135572
1561137357954,-1.9995013,1.470065,-1.0769824
1561137357975,-2.240251,1.6969663,-0.8511463
1561137357996,-2.47674,1.417867,-0.67324716
1561137358017,-1.9718045,0.94275904,-0.7957525
1561137358038,-1.3667343,0.7680557,-0.55287224
1561137358060,-0.9470201,0.793622,-0.22264028
1561137358080,-0.59228706,1.087635,-0.3898868
1561137358102,-0.47510794,0.7190535,-0.29933932
1561137358149,-0.35792887,0.7286409,-0.2428803
1561137358149,-0.16937704,0.46658584,0.06178534
1561137358165,0.12357068,-0.04580637,0.4133226
1561137358186,0.1949434,-0.041545313,0.36432046
1561137358219,0.36432046,0.38242993,0.38456047
1561137358230,0.51026165,0.3291667,0.47617322
1561137358254,0.7105314,-0.34621096,0.7819041
1561137358286,0.7861652,-0.6263755,1.1046792
1561137358292,0.7286409,-1.0301107,1.4263891
1561137358317,0.63915867,-3.0945933,2.646117
