1561136206234,20.4,-31.5,-35.4
1561136206284,20.7,-30.9,-35.4
1561136206285,16.4,-29.6,-38.5
1561136206298,15.1,-28.300001,-41.0
1561136206320,20.300001,-29.6,-37.2
1561136206340,13.2,-27.6,-42.2
1561136206361,11.1,-27.6,-43.5
1561136206382,8.0,-30.6,-41.600002
1561136206404,8.6,-31.800001,-39.5
1561136206427,7.8,-32.100002,-40.5
1561136206469,7.4,-33.7,-39.4
1561136206470,6.6,-34.4,-38.3
1561136206489,6.1,-35.2,-38.8
1561136206510,6.0,-34.600002,-38.0
1561136206533,6.0,-34.600002,-39.100002
1561136206556,6.3,-35.2,-37.2
1561136206575,6.8,-35.2,-37.2
1561136206597,7.1,-34.600002,-36.4
1561136206621,7.4,-34.7,-37.2
1561136206643,7.6,-34.7,-38.3
1561136206703,7.3,-34.600002,-37.5
1561136206703,7.0,-34.2,-38.4
1561136206705,7.5,-34.2,-38.9
1561136206726,7.5,-33.0,-40.3
1561136206749,7.7000003,-31.7,-40.100002
1561136206770,7.3,-30.6,-41.0
1561136206792,7.8,-30.300001,-42.100002
1561136206813,7.7000003,-28.5,-42.7
1561136206835,7.9,-28.6,-42.2
1561136206860,7.8,-29.1,-41.600002
1561136206932,7.8,-29.1,-42.3
1561136206932,12.8,-30.2,-37.3
1561136206932,6.5,-28.5,-43.5
1561136206941,6.6,-28.4,-42.600002
1561136206963,6.9,-29.300001,-42.7
1561136206983,6.1,-29.1,-41.9
1561136207004,5.7000003,-29.6,-42.100002
1561136207025,5.5,-29.4,-42.5
1561136207046,4.5,-29.2,-43.5
1561136207069,3.2,-28.6,-43.0
1561136207117,2.2,-29.0,-42.3
1561136207118,-0.1,-28.7,-43.100002
1561136207131,-1.1,-28.5,-44.100002
1561136207152,-2.3,-28.7,-42.7
1561136207174,-4.6,-26.9,-43.9
1561136207195,-4.4,-26.9,-43.7
1561136207216,-4.7000003,-25.300001,-44.3
1561136207237,-5.0,-24.2,-45.0
1561136207259,-5.5,-22.4,-45.9
1561136207281,-4.8,-20.4,-47.600002
1561136207313,-4.2000003,-18.2,-48.3
1561136207313,-4.2000003,-18.2,-48.3
1561136207322,-2.6000001,-15.5,-49.3
1561136207344,-0.90000004,-12.5,-49.8
1561136207365,0.5,-10.3,-50.0
1561136207386,1.5,-8.6,-51.0
1561136207407,2.0,-6.5,-52.0
1561136207429,2.3,-5.4,-51.5
1561136207449,1.1,-3.3,-51.4
1561136207472,2.5,-3.6000001,-51.7
1561136207512,1.9,-3.7,-52.9
1561136207513,4.3,-3.0,-51.8
1561136207535,5.1,-2.6000001,-52.100002
1561136207555,6.6,-2.9,-51.5
1561136207598,9.2,-2.1000001,-51.3
1561136207600,11.6,-1.2,-50.100002
1561136207621,14.400001,-2.2,-50.100002
1561136207671,15.6,-2.9,-49.100002
1561136207671,16.6,-3.9,-48.2
1561136207685,17.6,-5.6,-49.4
1561136207704,18.300001,-6.4,-47.600002
1561136207725,20.1,-6.9,-46.0
1561136207748,22.0,-9.1,-45.100002
1561136207769,24.300001,-11.7,-44.100002
1561136207796,25.0,-12.8,-43.100002
1561136207811,25.6,-13.0,-41.9
1561136207833,25.7,-12.8,-42.2
1561136207853,26.300001,-13.400001,-42.2
1561136207874,25.5,-13.3,-43.7
1561136207896,25.2,-13.1,-44.0
1561136207914,25.9,-14.5,-42.8
1561136207934,25.300001,-13.2,-42.5
1561136207955,25.0,-13.3,-43.4
1561136207977,25.6,-11.7,-44.3
1561136208000,25.6,-12.0,-43.100002
1561136208019,26.2,-10.5,-42.3
1561136208040,26.800001,-10.6,-42.0
1561136208062,27.4,-10.2,-41.7
1561136208083,26.800001,-10.0,-41.4
1561136208106,28.0,-11.1,-41.100002
1561136208126,27.800001,-11.7,-41.4
1561136208147,28.9,-12.0,-40.8
1561136208168,29.1,-12.400001,-42.2
1561136208189,29.1,-13.400001,-40.100002
1561136208210,27.5,-13.7,-40.4
1561136208232,26.6,-14.2,-40.2
1561136208252,24.4,-15.900001,-42.3
1561136208274,23.4,-16.1,-43.100002
1561136208295,22.7,-16.300001,-43.7
1561136208317,22.1,-16.4,-44.100002
1561136208337,22.0,-16.4,-44.5
1561136208358,22.7,-15.400001,-44.7
1561136208379,22.6,-15.2,-44.5
1561136208401,22.300001,-15.0,-45.0
1561136208423,22.6,-14.8,-45.100002
1561136208443,23.2,-14.1,-44.9
1561136208464,25.1,-13.8,-43.600002
1561136208486,28.6,-13.3,-40.9
1561136208507,30.6,-13.3,-38.3
1561136208529,32.4,-13.1,-36.8
1561136208552,33.600002,-12.400001,-36.4
1561136208570,34.5,-12.0,-34.4
1561136208593,35.5,-10.7,-34.9
1561136208613,34.7,-11.1,-36.5
1561136208634,34.0,-10.8,-37.0
1561136208655,33.600002,-11.5,-36.4
1561136208676,31.5,-11.2,-39.0
1561136208698,30.5,-10.8,-40.9
1561136208718,23.800001,-10.400001,-46.4
1561136208740,20.7,-11.3,-48.3
1561136208762,19.4,-8.8,-48.0
1561136208781,20.2,-9.3,-48.100002
1561136208805,20.6,-8.900001,-47.3
1561136208826,20.0,-9.8,-47.600002
1561136208846,19.7,-9.6,-46.3
1561136208868,20.5,-10.400001,-48.5
1561136208888,22.9,-12.400001,-46.2
1561136208910,23.1,-12.3,-45.100002
1561136208932,24.9,-13.3,-43.100002
1561136208957,25.7,-13.7,-42.8
1561136208974,25.5,-14.2,-42.8
1561136208997,26.1,-14.900001,-43.5
1561136209018,27.300001,-15.1,-40.8
1561136209039,28.4,-16.0,-39.9
1561136209061,28.1,-15.2,-39.9
1561136209080,29.0,-16.0,-37.600002
1561136209103,29.0,-15.3,-39.5
1561136209123,27.6,-15.3,-39.3
1561136209145,27.4,-16.2,-39.0
1561136209167,29.0,-16.6,-39.8
1561136209187,28.1,-15.5,-39.4
1561136209210,27.2,-14.400001,-43.2
1561136209231,28.1,-13.8,-40.9
1561136209252,29.0,-13.400001,-42.0
1561136209274,28.800001,-12.1,-42.100002
1561136209295,27.9,-11.1,-43.4
1561136209316,28.300001,-10.6,-42.7
1561136209337,27.6,-10.6,-43.7
1561136209360,27.4,-10.1,-43.7
1561136209386,28.1,-10.0,-42.7
1561136209403,28.6,-11.400001,-42.600002
1561136209423,30.0,-13.1,-40.8
1561136209445,30.5,-14.6,-39.8
1561136209466,31.4,-15.900001,-38.8
1561136209489,32.0,-16.5,-36.600002
1561136209508,32.600002,-16.1,-37.2
1561136209530,34.5,-15.400001,-35.9
