Trial:	/storage/emulated/0/SensorData/Sample_gyroscope_t2.txt
Phone/Tablet Model:	Asus Nexus 7
Sensor Information
Name:	Invensense MPL Gyroscope
Maximum Range:	34.90656rad/sec
Resolution:	0.0010652636rad/sec


Time	X	Y	Z
1475225455787	-0.5200991034507751	0.3882923424243927	1.1469981670379639
1475225455813	-0.5541875958442688	0.38083550333976746	1.1597813367843628
1475225455826	-0.5169033408164978	0.36805233359336853	1.063907504081726
1475225455847	-0.39013683795928955	0.38616180419921875	0.8902694582939148
1475225455873	-0.15364815294742584	0.5022756457328796	0.6527155041694641
1475225455892	0.15208274126052856	0.6982842683792114	0.3661593496799469
1475225455910	0.48663222789764404	0.828313946723938	0.029522737488150597
1475225455935	0.7327083349227905	0.7516148686408997	-0.29964396357536316
1475225455946	0.8956937789916992	0.5406925082206726	-0.6256148815155029
1475225455973	1.03311288356781	0.35427126288414	-0.9952616691589355
1475225455994	1.137508749961853	0.1508057564496994	-1.2594472169876099
1475225456010	1.1343129873275757	-0.04307236894965172	-1.3222978115081787
1475225456029	1.0469613075256348	-0.1687735766172409	-1.2253587245941162
1475225456054	0.912738025188446	-0.25612524151802063	-1.0911353826522827
1475225456066	0.7082072496414185	-0.40739279985427856	-1.0112406015396118
1475225456088	0.41206371784210205	-0.5458771586418152	-0.9217584133148193
1475225456108	0.0711791068315506	-0.6140540838241577	-0.7811434864997864
1475225456125	-0.22709493339061737	-0.6801005005836487	-0.6256148815155029
1475225456147	-0.3410782217979431	-0.7014057636260986	-0.428540974855423
1475225456170	-0.30805504322052	-0.5895529985427856	-0.10789637267589569
1475225456184	-0.2867497503757477	-0.3456074595451355	0.33525362610816956
1475225456204	-0.3378824293613434	-0.06863871216773987	0.7485762238502502
1475225456234	-0.4380172789096832	0.17104578018188477	1.0234144926071167
1475225456249	-0.531760573387146	0.35640180110931396	1.1821388006210327
1475225456267	-0.5860890746116638	0.4384271502494812	1.2961221933364868
1475225456293	-0.5754364132881165	0.43523135781288147	1.3355369567871094
1475225456309	-0.5274994969367981	0.43629661202430725	1.3067747354507446
1475225456328	-0.4902152419090271	0.4863640367984772	1.1991831064224243
1475225456354	-0.4721057415008545	0.55134516954422	1.0372629165649414
1475225456370	-0.4209730625152588	0.5833030939102173	0.7933173179626465
1475225456384	-0.3219034671783447	0.5630630850791931	0.4897169768810272
1475225456412	-0.18978458642959595	0.5013094544410706	0.19676312804222107
1475225456426	-0.03958229720592499	0.36708611249923706	-0.03226872533559799
1475225456446	0.14364318549633026	0.18173012137413025	-0.25703951716423035
1475225456470	0.34391289949417114	-0.010017480701208115	-0.5329430103302002
1475225456485	0.547378420829773	-0.1634155511856079	-0.8503918051719666
1475225456508	0.7092986106872559	-0.2944430708885193	-1.1241648197174072
1475225456530	0.7849323749542236	-0.44464537501335144	-1.2637144327163696
1475225456550	0.7636270523071289	-0.5405191779136658	-1.2551922798156738
1475225456565	0.6240774393081665	-0.5841950178146362	-1.1667753458023071
1475225456591	0.4110245704650879	-0.631066620349884	-1.087945818901062
1475225456610	0.1883842945098877	-0.6779382824897766	-1.050661563873291
1475225456632	0.023268304765224457	-0.7706162929534912	-1.0474656820297241
1475225456664	-0.10030236840248108	-0.8803384900093079	-0.968636155128479
1475225456682	-0.22067725658416748	-0.908035397529602	-0.7129727005958557
1475225456694	-0.2941804826259613	-0.7727468013763428	-0.34865227341651917
1475225456713	-0.3027026057243347	-0.5181486010551453	0.06680087000131607
1475225456726	-0.26861414313316345	-0.2145482450723648	0.44816553592681885
1475225456750	-0.23559094965457916	0.06455103307962418	0.7762669920921326
1475225456767	-0.2015024870634079	0.3329976797103882	0.9967767000198364
1475225456789	-0.16528350114822388	0.5481810569763184	1.1544358730316162
1475225456809	-0.14397820830345154	0.6238148808479309	1.297181248664856
1475225456833	-0.2015024870634079	0.6291411519050598	1.3898593187332153
1475225456851	-0.32400789856910706	0.6003790497779846	1.3674887418746948
1475225456869	-0.44438278675079346	0.5598989725112915	1.230069637298584
1475225456893	-0.4880586266517639	0.5066357851028442	1.060692548751831
1475225456910	-0.4443574845790863	0.45872870087623596	0.9008970856666565
1475225456928	-0.3239825963973999	0.47257712483406067	0.7315199971199036
1475225456950	-0.1759108453989029	0.5205140113830566	0.5408377051353455
1475225456969	-0.027839088812470436	0.5588635802268982	0.34269848465919495
1475225456987	0.1820179969072342	0.5141224265098572	0.08064344525337219
1475225457013	0.4504646360874176	0.3458106517791748	-0.3039170205593109
1475225457025	0.666713297367096	0.03581871837377548	-0.7310880422592163
1475225457047	0.7828271389007568	-0.25925952196121216	-1.1135179996490479
1475225457074	0.8115893006324768	-0.4297018349170685	-1.390486717224121
1475225457089	0.6997365355491638	-0.5351630449295044	-1.4309667348861694
1475225457110	0.47176992893218994	-0.6235799789428711	-1.3137876987457275
1475225457134	0.2704349458217621	-0.7663254141807556	-1.2903518676757813
1475225457150	0.12768952548503876	-0.9005486965179443	-1.34574556350708
1475225457169	-0.0779065191745758	-0.9580730199813843	-1.3020697832107544
1475225457195	-0.27498042583465576	-0.9239845275878906	-1.0986043214797974
1475225457206	-0.2835025489330292	-0.7876306772232056	-0.7619807124137878
1475225457227	-0.20893403887748718	-0.5767083168029785	-0.2953948974609375
1475225457253	-0.23023933172225952	-0.2976090610027313	0.21699729561805725
1475225457268	-0.31226468086242676	-0.058989815413951874	0.6228630542755127
1475225457287	-0.4017468988895416	0.09121246635913849	0.9168760180473328
1475225457316	-0.4688585698604584	0.23289263248443604	1.1863878965377808
1475225457326	-0.5125343799591064	0.39055177569389343	1.4441819190979004
1475225457350	-0.5210565328598022	0.5663204193115234	1.602906346321106
1475225457375	-0.47951120138168335	0.763394296169281	1.6284726858139038
1475225457389	-0.40494269132614136	0.8816386461257935	1.5752094984054565
1475225457413	-0.3463395833969116	0.8859162330627441	1.4495047330856323
1475225457437	-0.28881528973579407	0.8081519603729248	1.25243079662323
1475225457452	-0.24194365739822388	0.6941686272621155	1.011681079864502
1475225457468	-0.20039834082126617	0.6345138549804688	0.7315165400505066
1475225457507	-0.17376673221588135	0.5982948541641235	0.44602566957473755
1475225457530	-0.11730771511793137	0.44489675760269165	0.13390320539474487
1475225457544	0.04248194769024849	0.1551448404788971	-0.26344043016433716
1475225457559	0.22038111090660095	-0.1612386852502823	-0.6980683207511902
1475225457572	0.3396907150745392	-0.3881400227546692	-1.0591928958892822
1475225457594	0.44728243350982666	-0.5159717202186584	-1.2828984260559082
1475225457618	0.5271772742271423	-0.5990623831748962	-1.3777070045471191
1475225457633	0.5090677738189697	-0.6725656390190125	-1.3936859369277954
1475225457655	0.3535391688346863	-0.8003973364830017	-1.3681195974349976
1475225457678	0.09681043028831482	-0.9090543389320374	-1.3446837663650513
1475225457693	-0.10558980703353882	-0.9410122632980347	-1.3382922410964966
1475225457711	-0.10558980703353882	-0.9026627540588379	-1.2754416465759277
1475225457750	0.025437716394662857	-0.8014625906944275	-0.9899507761001587
1475225457767	0.08189672976732254	-0.6161066293716431	-0.5222997069358826
1475225457779	0.07124408334493637	-0.3455294370651245	-0.0759538859128952
1475225457792	0.06804829090833664	-0.0770827978849411	0.31606343388557434
1475225457815	0.03928615152835846	0.16686275601387024	0.6910365223884583
1475225457828	-0.07150134444236755	0.343696653842926	0.9754620790481567
1475225457856	-0.23874786496162415	0.41293883323669434	1.1160770654678345
1475225457873	-0.4038638472557068	0.3863072395324707	1.1618833541870117
1475225457893	-0.4997376501560211	0.35221877694129944	1.148034930229187
1475225457918	-0.485889196395874	0.34263136982917786	1.069205403327942
1475225457934	-0.39213821291923523	0.3586193919181824	0.9637426137924194
1475225457955	-0.3111781179904938	0.41933947801589966	0.9328499436378479
1475225457973	-0.28028544783592224	0.5887165069580078	0.9488288760185242
1475225457999	-0.16736742854118347	0.7943125367164612	0.9136751890182495
1475225458015	0.08510024845600128	0.9327969551086426	0.7741255164146423
1475225458037	0.3535468876361847	0.8880558013916016	0.5568115711212158
1475225458049	0.5953618884086609	0.624935507774353	0.3757166266441345
1475225458068	0.8456990718841553	0.2776592969894409	0.16479428112506866
1475225458096	1.033185601234436	-0.11542326211929321	-0.06210704520344734
1475225458108	1.0374466180801392	-0.4818742275238037	-0.24852831661701202
1475225458131	0.9181370139122009	-0.7673650979995728	-0.33588001132011414
1475225458149	0.8137410879135132	-0.9133062958717346	-0.39446955919265747
1475225458173	0.7551515698432922	-0.9431337118148804	-0.39979586005210876
1475225458187	0.6667346358299255	-0.8813483715057373	-0.3465326428413391
1475225458219	0.47605228424072266	-0.737537682056427	-0.2677030861377716
1475225458237	0.21293197572231293	-0.6086406707763672	-0.20378722250461578
1475225458253	-0.0363398976624012	-0.5308763980865479	-0.21337459981441498
1475225458268	-0.23767487704753876	-0.4776131808757782	-0.2442672699689865
1475225458289	-0.42303088307380676	-0.45630788803100586	-0.2261577695608139
1475225458314	-0.659519612789154	-0.3103666603565216	-0.22828829288482666
1475225458327	-0.8885514140129089	0.01986531727015972	-0.26557254791259766
1475225458350	-1.003600001335144	0.30748671293258667	-0.20059141516685486
1475225458370	-0.9737725853919983	0.440644770860672	-0.08873865753412247
1475225458393	-0.8246355652809143	0.440644770860672	-0.042932286858558655
1475225458417	-0.6201047897338867	0.3809899687767029	-0.03441017121076584
1475225458439	-0.337798535823822	0.32667478919029236	-0.008846488781273365
1475225458455	-0.08000455796718597	0.3383927047252655	0.006067213602364063
1475225458467	0.013738715089857578	0.4129612147808075	0.001806155894882977
1475225458501	0.02226083166897297	0.39165592193603516	-0.03867389261722565
1475225458513	0.10961251705884933	0.15197142958641052	-0.09513290971517563
1475225458530	0.29922959208488464	-0.16973844170570374	-0.10685081779956818
1475225458554	0.4398444890975952	-0.41048818826675415	-0.08021920174360275
1475225458576	0.4441055357456207	-0.5223409533500671	-0.01949913240969181
1475225458596	0.3024253845214844	-0.5031661987304688	0.04228620231151581
1475225458615	0.19589893519878387	-0.499970406293869	0.11791998147964478
1475225458632	0.2981643080711365	-0.5873221158981323	0.18077057600021362
1475225458661	0.48884665966033936	-0.6299326419830322	0.19674955308437347
1475225458679	0.5623499155044556	-0.5340588688850403	0.2191201001405716
1475225458695	0.4206697344779968	-0.3337891697883606	0.24894750118255615
1475225458715	0.11919989436864853	-0.15056367218494415	0.24362118542194366
1475225458729	-0.13220250606536865	-0.052559349685907364	0.1307031512260437
1475225458750	-0.3143627345561981	-0.0834520161151886	0.01565459370613098
1475225458774	-0.4645650088787079	-0.1942395120859146	-0.08554552495479584
1475225458796	-0.5881356596946716	-0.21980586647987366	-0.24320466816425323
1475225458808	-0.7031842470169067	-0.07492990046739578	-0.37636271119117737
1475225458832	-0.8086454272270203	0.2041693776845932	-0.4445396363735199
1475225458848	-0.9194329380989075	0.43000543117523193	-0.41364696621894836
1475225458868	-1.1026583909988403	0.5865992903709412	-0.33588266372680664
1475225458894	-1.3881492614746094	0.7016478776931763	-0.2954026162624359
1475225458909	-1.6480737924575806	0.6728857159614563	-0.2911415696144104
1475225458929	-1.6576547622680664	0.569562554359436	-0.390212744474411
1475225458953	-1.4765598773956299	0.5716930627822876	-0.45306333899497986
1475225458969	-1.2475279569625854	0.6345436573028564	-0.29540422558784485
1475225458989	-0.9162307381629944	0.7879417538642883	-0.15159352123737335
1475225459012	-0.45390596985816956	0.8987292647361755	-0.1217661127448082
1475225459030	-0.04910549521446228	0.830552339553833	-0.09513450413942337
1475225459053	0.17246951162815094	0.6238909959793091	-0.05145866423845291
1475225459073	0.23851589858531952	0.40657708048820496	-0.04613234102725983
1475225459095	0.36634764075279236	0.018820825964212418	-0.08554712682962418
1475225459107	0.6315984725952148	-0.5787925124168396	-0.07595974206924438
1475225459132	0.9554388523101807	-1.0443130731582642	-0.028022846207022667
1475225459152	1.2537128925323486	-1.1604268550872803	0.03376249223947525
1475225459169	1.4486563205718994	-1.1082289218902588	0.13283208012580872
1475225459201	1.517898440361023	-1.064553141593933	0.24575011432170868
1475225459215	1.4838100671768188	-1.0464435815811157	0.3011438548564911
1475225459227	1.3943277597427368	-1.0070288181304932	0.276642769575119
1475225459252	1.2387992143630981	-0.9164813160896301	0.22551009058952332
1475225459269	1.0289421081542969	-0.763083279132843	0.16372475028038025
1475225459288	0.7945839166641235	-0.5969020128250122	0.12644049525260925
1475225459313	0.5272025465965271	-0.448830246925354	0.11365732550621033
1475225459330	0.2907138466835022	-0.3316511809825897	0.06572042405605316
1475225459349	0.1096189022064209	-0.22832052409648895	-0.03015337511897087
1475225459373	-0.023539148271083832	-0.07385718077421188	-0.13241876661777496
1475225459390	-0.17480669915676117	0.13173885643482208	-0.19739988446235657
1475225459410	-0.4017080068588257	0.2808758616447449	-0.21550938487052917
1475225459434	-0.6392545104026794	0.39486822485923767	-0.2346857488155365
1475225459450	-0.8075662851333618	0.5727673768997192	-0.3007321357727051
1475225459469	-0.9513770341873169	0.7112517356872559	-0.3039279282093048
1475225459495	-1.091991901397705	0.7282959818840027	-0.2538605034351349
1475225459510	-1.196387767791748	0.6409443020820618	-0.25599104166030884
1475225459528	-1.179343581199646	0.5802242159843445	-0.32949426770210266
1475225459557	-1.1154277324676514	0.6292263865470886	-0.3923448920249939
1475225459572	-1.0440549850463867	0.6494663953781128	-0.377431184053421
1475225459587	-0.8906569480895996	0.5482662916183472	-0.31138476729393005
1475225459611	-0.6041008234024048	0.4172387719154358	-0.2709047198295593
1475225459628	-0.2877172827720642	0.2723628282546997	-0.20485833287239075
1475225459648	-0.09596966952085495	0.13600896298885345	-0.024828650057315826
1475225459671	-0.05335909500718117	7.203850545920432E-4	0.3117949068546295
1475225459687	-0.09916546195745468	-0.15161243081092834	0.6526795029640198
1475225459709	-0.11407916992902756	-0.34122949838638306	0.8944945335388184
1475225459730	-0.06294647604227066	-0.4126022160053253	1.0244568586349487
1475225459754	0.03718838095664978	-0.3337726593017578	1.1501580476760864
1475225459773	0.1426495611667633	-0.1814398318529129	1.363210916519165
1475225459793	0.12240953743457794	0.07635416090488434	1.5219353437423706
1475225459811	0.005230448208749294	0.32562604546546936	1.4867815971374512
1475225459828	-0.08638229221105576	0.4481314420700073	1.3355140686035156
1475225459853	-0.12899287045001984	0.5131126046180725	1.2119433879852295
1475225459868	-0.14603710174560547	0.6185737252235413	1.0766547918319702
1475225459887	-0.1961045265197754	0.7464054822921753	0.9573451280593872
1475225459911	-0.2333887815475464	0.8028644919395447	0.8550797700881958
1475225459928	-0.22166581451892853	0.809262216091156	0.6825056076049805
1475225459949	-0.15561942756175995	0.705931544303894	0.4726485013961792
1475225459972	-0.08105091005563736	0.4982050061225891	0.3341641426086426
1475225459988	-0.04909297823905945	0.27876052260398865	0.2127239853143692
1475225460011	-0.05868035554885864	0.056120261549949646	0.004997421521693468
1475225460041	-0.043766655027866364	-0.16225895285606384	-0.24960078299045563
1475225460054	-0.029918218031525612	-0.26345905661582947	-0.43389153480529785
